id_venda;produto_id;cliente_id;quantidade;data_venda;observacao
V000404;14;19;4.0;2024-11-19 21:37:00;
V000405;15;2;5.0;2024-09-08 10:11:00;
V000406;2;13;5.0;2024-09-29 16:02:00;Compra feita via aplicação promocional
V000407;4;15;;2024-08-11 16:38:00;
V000408;6;10;5.0;2024-11-16 12:17:00;Produto com defeito, aguardando troca
V000409;4;20;2.0;2024-11-26 14:57:00;
V000410;10;20;1.0;2024-11-20 08:11:00;
V000411;13;7;4.0;2024-12-10 18:17:00;Produto com defeito, aguardando troca
V000412;5;2;4.0;2024-11-23 20:14:00;
V000413;2;4;5.0;2024-09-13 20:50:00;
V000414;5;7;1.0;2024-12-04 19:00:00;
V000415;7;20;5.0;2024-08-17 10:45:00;
V000416;8;20;5.0;2024-09-09 19:53:00;
V000417;5;18;3.0;2024-10-22 19:53:00;Produto com defeito, aguardando troca
V000418;3;1;5.0;2024-10-10 16:06:00;Compra feita via aplicação promocional
V000419;11;13;;2024-10-23 18:31:00;Entrega expressa solicitada
V000420;9;4;2.0;2024-08-17 20:35:00;Entrega expressa solicitada
V000421;1;15;5.0;2024-09-14 16:02:00;
V000422;6;7;4.0;2024-12-03 22:59:00;Compra feita via aplicação promocional
V000423;15;7;3.0;2024-12-18 09:10:00;Cliente solicitou nota fiscal com CNPJ
V000424;6;11;1.0;2024-12-18 12:52:00;Cliente solicitou nota fiscal com CNPJ
V000425;3;8;4.0;2024-11-03 09:23:00;
V000426;1;19;2.0;2024-10-05 19:58:00;
V000427;15;20;3.0;2024-10-15 16:25:00;Endereço de entrega divergente do cadastro
V000428;5;7;5.0;2024-10-07 12:40:00;Entrega expressa solicitada
V000429;2;15;4.0;2024-12-01 19:31:00;Produto com defeito, aguardando troca
V000430;9;13;2.0;2024-10-24 13:07:00;
V000431;8;7;4.0;2024-12-24 12:07:00;
V000432;13;14;4.0;2024-09-15 10:29:00;Compra feita via aplicação promocional
V000433;15;20;3.0;2024-11-05 17:40:00;Cliente solicitou nota fiscal com CNPJ
V000434;5;1;4.0;2024-08-19 11:40:00;Cliente solicitou nota fiscal com CNPJ
V000435;9;3;4.0;2024-09-22 16:35:00;Entrega expressa solicitada
V000436;6;11;1.0;2024-10-15 16:41:00;
V000437;9;13;3.0;2024-08-28 13:43:00;
V000438;12;16;5.0;2024-12-11 19:08:00;
V000439;12;3;3.0;2024-11-24 17:29:00;
V000440;3;17;1.0;2024-10-15 20:24:00;
V000441;15;17;4.0;2024-12-04 16:16:00;Produto com defeito, aguardando troca
V000442;3;5;2.0;2024-10-15 15:41:00;Compra feita via aplicação promocional
V000443;14;12;5.0;2024-09-23 12:22:00;
V000444;7;17;1.0;2024-10-29 17:03:00;
V000445;1;4;3.0;2024-08-26 14:20:00;Produto com defeito, aguardando troca
V000446;9;7;4.0;2024-12-01 15:14:00;Entrega expressa solicitada
V000447;6;19;2.0;2024-12-03 12:13:00;Cliente solicitou nota fiscal com CNPJ
V000448;2;14;5.0;2024-08-21 14:00:00;
V000449;2;13;1.0;2024-11-24 08:47:00;
V000450;2;15;1.0;2024-12-10 15:38:00;
V000451;5;12;3.0;2024-10-12 13:11:00;
V000452;10;14;1.0;2024-11-20 11:30:00;Compra feita via aplicação promocional
V000453;8;4;2.0;2024-09-08 08:28:00;Endereço de entrega divergente do cadastro
V000454;5;17;2.0;2024-08-30 10:07:00;
V000455;1;17;1.0;2024-12-17 17:00:00;Compra feita via aplicação promocional
V000456;4;12;1.0;2024-09-16 08:57:00;
V000457;8;12;5.0;2024-10-15 12:41:00;Compra feita via aplicação promocional
V000458;6;3;1.0;2024-09-06 09:18:00;
V000459;4;19;4.0;2024-09-09 19:15:00;Endereço de entrega divergente do cadastro
V000460;3;1;2.0;2024-12-23 15:22:00;Cliente pediu embalagem para presente
V000461;4;14;5.0;2024-12-26 16:12:00;Endereço de entrega divergente do cadastro
V000462;8;3;4.0;2024-11-22 17:52:00;Cliente solicitou nota fiscal com CNPJ
V000463;13;11;4.0;2024-08-11 10:09:00;Compra feita via aplicação promocional
V000464;5;8;3.0;2024-09-29 12:16:00;
V000465;1;8;2.0;2024-10-28 20:43:00;
V000466;8;15;3.0;2024-09-09 17:12:00;
V000467;5;16;4.0;2024-08-11 09:34:00;Cliente pediu embalagem para presente
V000468;9;18;5.0;2024-10-01 16:49:00;
V000469;9;12;3.0;2024-09-06 15:12:00;Produto com defeito, aguardando troca
V000470;11;19;2.0;2024-12-22 09:03:00;Endereço de entrega divergente do cadastro
V000471;7;5;2.0;2024-08-15 12:54:00;Endereço de entrega divergente do cadastro
V000472;6;10;3.0;2024-12-10 15:10:00;
V000473;2;14;5.0;2024-10-30 14:20:00;Endereço de entrega divergente do cadastro
V000474;2;19;2.0;2024-10-11 17:33:00;
V000475;3;3;3.0;2024-08-07 15:38:00;
V000476;8;1;1.0;2024-10-14 08:44:00;
V000477;12;10;;2024-10-25 20:57:00;Endereço de entrega divergente do cadastro
V000478;13;15;2.0;2024-08-29 14:58:00;
V000479;9;1;4.0;2024-12-20 17:17:00;Entrega expressa solicitada
V000480;13;2;1.0;2024-12-17 18:50:00;Endereço de entrega divergente do cadastro
V000481;5;19;4.0;2024-08-18 14:19:00;
V000482;5;15;2.0;2024-10-15 17:00:00;Cliente pediu embalagem para presente
V000483;12;2;5.0;2024-12-06 21:21:00;
V000484;15;3;5.0;2024-08-12 09:40:00;Entrega expressa solicitada
V000485;3;18;2.0;2024-10-24 10:43:00;
V000486;2;7;5.0;2024-09-29 15:21:00;Compra feita via aplicação promocional
V000487;9;13;5.0;2024-08-02 09:37:00;
V000488;10;14;2.0;2024-09-09 22:39:00;Cliente solicitou nota fiscal com CNPJ
V000489;12;16;1.0;2024-10-30 15:03:00;Endereço de entrega divergente do cadastro
V000490;1;3;5.0;2024-11-20 15:05:00;Cliente pediu embalagem para presente
V000491;8;18;1.0;2024-10-11 14:54:00;Cliente solicitou nota fiscal com CNPJ
V000492;1;18;2.0;2024-11-05 10:30:00;Cliente solicitou nota fiscal com CNPJ
V000493;8;17;2.0;2024-10-08 22:16:00;Produto com defeito, aguardando troca
V000494;4;3;2.0;2024-11-22 22:55:00;Cliente pediu embalagem para presente
V000495;12;2;5.0;2024-10-31 11:59:00;
V000496;4;2;5.0;2024-11-06 18:53:00;
V000497;14;12;1.0;2024-12-28 21:37:00;Cliente solicitou nota fiscal com CNPJ
V000498;12;15;4.0;2024-12-01 15:17:00;Compra feita via aplicação promocional
V000499;7;6;3.0;2024-10-17 12:35:00;Compra feita via aplicação promocional
V000500;4;13;5.0;2024-12-23 16:52:00;
V000501;14;8;4.0;2024-11-01 22:03:00;
V000502;10;7;4.0;2024-12-11 14:32:00;
V000503;13;4;5.0;2024-08-22 17:29:00;Cliente solicitou nota fiscal com CNPJ
V000504;7;13;1.0;2024-11-23 13:40:00;
V000505;4;1;4.0;2024-12-23 22:51:00;Cliente solicitou nota fiscal com CNPJ
V000506;15;8;1.0;2024-08-21 15:15:00;
V000507;5;18;2.0;2024-11-07 15:03:00;
V000508;4;9;2.0;2024-09-28 13:40:00;
V000509;6;5;3.0;2024-11-02 22:27:00;
V000510;2;7;1.0;2024-11-12 14:36:00;Cliente solicitou nota fiscal com CNPJ
V000511;14;4;1.0;2024-12-26 10:48:00;
V000512;2;6;5.0;2024-11-12 09:24:00;
V000513;8;4;3.0;2024-08-07 11:54:00;Cliente solicitou nota fiscal com CNPJ
V000514;14;13;5.0;2024-09-29 20:41:00;Endereço de entrega divergente do cadastro
V000515;6;20;4.0;2024-10-12 19:28:00;Cliente pediu embalagem para presente
V000516;5;9;5.0;2024-11-17 10:38:00;Compra feita via aplicação promocional
V000517;11;19;1.0;2024-09-16 10:14:00;Cliente solicitou nota fiscal com CNPJ
V000518;12;6;1.0;2024-10-21 18:16:00;Compra feita via aplicação promocional
V000519;6;16;1.0;2024-10-16 10:04:00;
V000520;9;7;4.0;2024-08-28 12:36:00;
V000521;13;16;1.0;2024-08-21 19:17:00;
V000522;12;13;2.0;2024-11-08 15:36:00;Cliente pediu embalagem para presente
V000523;12;1;1.0;2024-10-24 08:33:00;Produto com defeito, aguardando troca
V000524;6;15;4.0;2024-12-17 09:16:00;Produto com defeito, aguardando troca
V000525;5;12;2.0;2024-11-01 22:05:00;Entrega expressa solicitada
V000526;5;5;1.0;2024-12-17 20:54:00;
V000527;1;13;5.0;2024-11-04 12:59:00;Cliente solicitou nota fiscal com CNPJ
V000528;5;1;5.0;2024-09-05 14:07:00;Endereço de entrega divergente do cadastro
V000529;4;5;5.0;2024-10-29 16:01:00;Cliente solicitou nota fiscal com CNPJ
V000530;7;7;1.0;2024-11-09 08:10:00;
V000531;4;17;2.0;2024-11-17 14:12:00;Endereço de entrega divergente do cadastro
V000532;9;5;1.0;2024-10-15 12:31:00;
V000533;3;6;2.0;2024-11-23 15:03:00;
V000534;5;18;3.0;2024-12-19 11:22:00;Compra feita via aplicação promocional
V000535;14;2;3.0;2024-09-28 13:33:00;Cliente pediu embalagem para presente
V000536;10;12;2.0;2024-08-29 20:21:00;Cliente pediu embalagem para presente
V000537;12;9;4.0;2024-09-18 16:50:00;
V000538;4;10;4.0;2024-08-08 09:40:00;
V000539;14;14;1.0;2024-11-16 08:00:00;Produto com defeito, aguardando troca
V000540;8;14;2.0;2024-11-13 17:18:00;Cliente pediu embalagem para presente
V000541;14;1;4.0;2024-08-24 11:46:00;Produto com defeito, aguardando troca
V000542;14;7;1.0;2024-12-04 14:06:00;Compra feita via aplicação promocional
V000543;5;5;2.0;2024-08-03 10:37:00;
V000544;8;16;2.0;2024-12-25 08:42:00;Entrega expressa solicitada
V000545;6;9;3.0;2024-11-05 20:42:00;Entrega expressa solicitada
V000546;5;10;1.0;2024-12-06 18:49:00;Cliente solicitou nota fiscal com CNPJ
V000547;15;15;4.0;2024-09-12 19:07:00;
V000548;13;5;1.0;2024-08-10 10:51:00;Endereço de entrega divergente do cadastro
V000549;2;4;4.0;2024-10-30 17:07:00;Cliente pediu embalagem para presente
V000550;1;18;2.0;2024-08-08 16:45:00;
V000551;3;7;4.0;2024-08-30 12:43:00;Compra feita via aplicação promocional
V000552;4;17;2.0;2024-09-28 21:42:00;Entrega expressa solicitada
V000553;13;5;1.0;2024-08-18 11:31:00;
V000554;15;6;2.0;2024-11-03 19:07:00;Cliente pediu embalagem para presente
V000555;12;18;5.0;2024-08-18 22:23:00;
V000556;1;3;2.0;2024-09-18 22:26:00;Cliente solicitou nota fiscal com CNPJ
V000557;1;14;1.0;2024-11-04 09:08:00;Entrega expressa solicitada
V000558;7;13;1.0;2024-08-28 08:05:00;Entrega expressa solicitada
V000559;15;8;3.0;2024-12-13 11:25:00;Endereço de entrega divergente do cadastro
V000560;14;10;3.0;2024-11-25 12:46:00;Endereço de entrega divergente do cadastro
V000561;15;18;3.0;2024-12-08 16:05:00;Endereço de entrega divergente do cadastro
V000562;14;10;3.0;2024-11-25 12:46:00;Endereço de entrega divergente do cadastro
V000563;8;7;2.0;2024-09-04 13:46:00;Compra feita via aplicação promocional
V000564;8;13;5.0;2024-08-20 14:00:00;
V000565;6;13;4.0;2024-09-24 17:46:00;Cliente pediu embalagem para presente
V000566;10;15;5.0;2024-08-31 17:38:00;Produto com defeito, aguardando troca
V000567;1;11;5.0;2024-11-12 13:58:00;
V000568;13;3;1.0;2024-08-13 08:31:00;
V000569;5;4;3.0;2024-11-01 08:11:00;Endereço de entrega divergente do cadastro
V000570;4;9;2.0;2024-12-22 18:23:00;Cliente solicitou nota fiscal com CNPJ
V000571;15;19;3.0;2024-08-14 17:11:00;Entrega expressa solicitada
V000572;13;13;1.0;2024-10-22 21:11:00;Endereço de entrega divergente do cadastro
V000573;12;8;1.0;2024-08-15 13:24:00;
V000574;14;8;2.0;2024-12-07 14:00:00;Cliente solicitou nota fiscal com CNPJ
V000575;15;8;5.0;2024-12-20 20:20:00;Produto com defeito, aguardando troca
V000576;12;10;4.0;2024-10-07 09:00:00;
V000577;5;15;2.0;2024-11-27 18:31:00;Produto com defeito, aguardando troca
V000578;3;6;4.0;2024-10-09 10:31:00;Endereço de entrega divergente do cadastro
V000579;14;17;2.0;2024-12-06 18:20:00;
V000580;12;11;1.0;2024-10-10 09:06:00;
V000581;10;17;5.0;2024-09-06 09:19:00;
V000582;13;8;4.0;2024-12-08 21:56:00;
V000583;3;10;;2024-09-01 10:09:00;Endereço de entrega divergente do cadastro
V000584;15;19;4.0;2024-10-05 21:17:00;Cliente pediu embalagem para presente
V000585;10;13;4.0;2024-12-01 20:06:00;Entrega expressa solicitada
V000586;5;13;5.0;2024-08-11 09:15:00;Cliente pediu embalagem para presente
V000587;6;3;4.0;2024-11-20 18:07:00;Endereço de entrega divergente do cadastro
V000588;9;14;4.0;2024-08-26 18:12:00;Compra feita via aplicação promocional
V000589;4;9;4.0;2024-08-16 12:58:00;Entrega expressa solicitada
V000590;10;12;;2024-11-22 11:27:00;Cliente solicitou nota fiscal com CNPJ
V000591;8;18;3.0;2024-12-06 16:37:00;
V000592;15;3;2.0;2024-12-23 21:06:00;Compra feita via aplicação promocional
V000593;11;14;4.0;2024-10-29 16:13:00;Produto com defeito, aguardando troca
V000594;15;5;1.0;2024-11-11 12:14:00;Produto com defeito, aguardando troca
V000595;14;18;2.0;2024-09-17 15:50:00;
V000596;10;19;1.0;2024-09-01 19:04:00;Endereço de entrega divergente do cadastro
V000597;1;2;1.0;2024-08-22 08:44:00;Compra feita via aplicação promocional
V000598;10;16;4.0;2024-11-18 18:08:00;
V000599;2;10;1.0;2024-12-25 14:38:00;
V000600;8;13;3.0;2024-09-04 12:27:00;Endereço de entrega divergente do cadastro
V000601;8;10;1.0;2024-12-28 14:40:00;Endereço de entrega divergente do cadastro
V000602;11;2;2.0;2024-09-14 11:48:00;
V000603;3;7;1.0;2024-12-16 17:18:00;Entrega expressa solicitada
V000604;11;13;2.0;2024-09-10 17:33:00;Cliente pediu embalagem para presente
V000605;6;13;3.0;2024-10-27 16:43:00;Compra feita via aplicação promocional
V000606;9;3;1.0;2024-12-29 12:35:00;
V000607;14;16;4.0;2024-09-08 15:31:00;
V000608;6;6;1.0;2024-10-21 22:58:00;Produto com defeito, aguardando troca
V000609;2;18;3.0;2024-09-23 12:48:00;Endereço de entrega divergente do cadastro
V000610;15;7;3.0;2024-12-27 18:54:00;Compra feita via aplicação promocional
V000611;8;14;1.0;2024-10-21 21:18:00;Produto com defeito, aguardando troca
V000612;13;6;3.0;2024-09-03 13:29:00;Entrega expressa solicitada
V000613;6;8;3.0;2024-09-30 21:50:00;Cliente pediu embalagem para presente
V000614;11;17;5.0;2024-12-28 14:05:00;Cliente pediu embalagem para presente
V000615;3;6;3.0;2024-11-03 13:34:00;
V000616;5;19;2.0;2024-11-03 19:58:00;
V000617;12;15;4.0;2024-10-30 09:30:00;
V000618;4;1;4.0;2024-11-29 19:06:00;Entrega expressa solicitada
V000619;1;18;1.0;2024-11-04 18:37:00;Cliente solicitou nota fiscal com CNPJ
V000620;9;14;3.0;2024-08-09 12:44:00;
V000621;1;6;3.0;2024-10-08 15:14:00;Produto com defeito, aguardando troca
V000622;10;20;5.0;2024-09-28 10:08:00;
V000623;5;10;5.0;2024-10-23 14:42:00;Entrega expressa solicitada
V000624;6;4;4.0;2024-10-12 14:43:00;
V000625;5;16;5.0;2024-11-01 20:19:00;Endereço de entrega divergente do cadastro
V000626;4;6;3.0;2024-12-25 14:43:00;
V000627;3;5;2.0;2024-12-27 16:54:00;Endereço de entrega divergente do cadastro
V000628;9;15;5.0;2024-10-28 16:40:00;
V000629;7;13;3.0;2024-09-25 14:05:00;Endereço de entrega divergente do cadastro
V000630;14;11;3.0;2024-12-24 20:45:00;
V000631;14;12;1.0;2024-12-26 10:39:00;Cliente pediu embalagem para presente
V000632;12;13;1.0;2024-12-14 17:14:00;
V000633;6;6;2.0;2024-12-19 21:50:00;
V000634;8;9;5.0;2024-09-09 18:39:00;Compra feita via aplicação promocional
V000635;5;6;3.0;2024-11-04 22:37:00;Endereço de entrega divergente do cadastro
V000636;7;16;5.0;2024-09-14 22:00:00;
V000637;10;20;1.0;2024-12-19 16:49:00;
V000638;4;3;1.0;2024-09-14 19:48:00;Produto com defeito, aguardando troca
V000639;15;1;5.0;2024-12-18 09:13:00;
V000640;7;14;5.0;2024-10-11 21:48:00;Produto com defeito, aguardando troca
V000641;1;1;4.0;2024-12-24 19:44:00;Compra feita via aplicação promocional
V000642;15;7;2.0;2024-08-05 21:29:00;Cliente solicitou nota fiscal com CNPJ
V000643;12;18;3.0;2024-10-26 16:23:00;
V000644;8;15;3.0;2024-11-12 16:04:00;
V000645;11;1;2.0;2024-12-25 10:03:00;Cliente pediu embalagem para presente
V000646;1;4;1.0;2024-10-12 20:08:00;
V000647;8;20;5.0;2024-12-02 15:18:00;
V000648;15;12;3.0;2024-08-01 19:00:00;Compra feita via aplicação promocional
V000649;3;16;5.0;2024-08-16 19:37:00;Cliente solicitou nota fiscal com CNPJ
V000650;9;18;2.0;2024-11-20 14:39:00;Cliente pediu embalagem para presente
V000651;8;8;5.0;2024-08-30 13:28:00;
V000652;13;7;3.0;2024-10-11 11:59:00;Produto com defeito, aguardando troca
V000653;2;9;3.0;2024-08-04 17:17:00;Entrega expressa solicitada
V000654;7;5;5.0;2024-08-21 08:12:00;Compra feita via aplicação promocional
V000655;12;10;1.0;2024-11-19 16:14:00;Produto com defeito, aguardando troca
V000656;3;9;4.0;2024-11-25 13:06:00;Cliente pediu embalagem para presente
V000657;15;20;1.0;2024-09-17 11:53:00;
V000658;15;14;2.0;2024-08-11 17:54:00;Cliente solicitou nota fiscal com CNPJ
V000659;9;4;4.0;2024-10-10 09:03:00;Cliente pediu embalagem para presente
V000660;6;13;5.0;2024-10-14 22:11:00;Produto com defeito, aguardando troca
V000661;2;1;1.0;2024-12-16 18:09:00;
V000662;8;12;4.0;2024-10-01 20:03:00;Cliente pediu embalagem para presente
V000663;1;15;4.0;2024-09-04 14:42:00;
V000664;6;4;1.0;2024-09-13 22:54:00;
V000665;11;13;3.0;2024-12-01 12:54:00;Endereço de entrega divergente do cadastro
V000666;10;17;3.0;2024-09-29 22:24:00;Compra feita via aplicação promocional
V000667;7;8;3.0;2024-10-17 14:15:00;Cliente solicitou nota fiscal com CNPJ
V000668;13;4;1.0;2024-08-04 13:08:00;Endereço de entrega divergente do cadastro
V000669;9;4;5.0;2024-11-23 17:43:00;Cliente solicitou nota fiscal com CNPJ
V000670;3;1;;2024-11-25 20:37:00;Cliente pediu embalagem para presente
V000671;3;18;4.0;2024-11-06 08:33:00;
V000672;12;11;;2024-11-24 09:53:00;
V000673;14;5;5.0;2024-10-06 13:06:00;Compra feita via aplicação promocional
V000674;13;4;5.0;2024-08-22 17:29:00;Cliente solicitou nota fiscal com CNPJ
V000675;14;17;1.0;2024-09-27 21:15:00;
V000676;8;14;4.0;2024-12-20 14:43:00;
V000677;14;1;2.0;2024-12-08 17:57:00;
V000678;1;7;3.0;2024-11-12 17:34:00;
V000679;12;18;1.0;2024-08-26 21:51:00;
V000680;14;6;5.0;2024-08-10 09:12:00;Cliente solicitou nota fiscal com CNPJ
V000681;1;4;3.0;2024-11-11 16:32:00;
V000682;11;19;1.0;2024-09-13 08:02:00;Endereço de entrega divergente do cadastro
V000683;7;4;3.0;2024-10-14 10:07:00;Entrega expressa solicitada
V000684;5;20;2.0;2024-11-18 17:44:00;
V000685;12;19;2.0;2024-11-11 13:11:00;Produto com defeito, aguardando troca
V000686;5;15;5.0;2024-12-04 18:17:00;Cliente pediu embalagem para presente
V000687;1;15;3.0;2024-10-23 11:16:00;
V000688;5;11;4.0;2024-09-22 14:36:00;Produto com defeito, aguardando troca
V000689;4;18;3.0;2024-11-08 20:32:00;
V000690;13;6;2.0;2024-12-24 12:08:00;
V000691;8;7;1.0;2024-08-04 08:51:00;
V000692;12;4;1.0;2024-12-28 14:27:00;
V000693;5;6;3.0;2024-11-23 08:18:00;Cliente pediu embalagem para presente
V000694;2;5;2.0;2024-12-25 09:26:00;
V000695;15;15;2.0;2024-12-03 17:33:00;Entrega expressa solicitada
V000696;8;12;1.0;2024-10-04 18:35:00;Entrega expressa solicitada
V000697;10;9;1.0;2024-12-21 18:04:00;
V000698;1;7;3.0;2024-10-29 17:38:00;Produto com defeito, aguardando troca
V000699;2;5;3.0;2024-09-11 18:21:00;
V000700;5;10;3.0;2024-08-12 09:51:00;Produto com defeito, aguardando troca
V000701;11;2;1.0;2024-08-17 11:03:00;Compra feita via aplicação promocional
V000702;15;11;2.0;2024-08-18 17:12:00;Compra feita via aplicação promocional
V000703;11;6;2.0;2024-09-11 17:05:00;Produto com defeito, aguardando troca
V000704;8;19;1.0;2024-12-09 18:27:00;
V000705;8;7;1.0;2024-11-06 16:48:00;
V000706;15;1;1.0;2024-12-03 10:25:00;
V000707;3;7;1.0;2024-08-24 22:06:00;Produto com defeito, aguardando troca
V000708;10;10;5.0;2024-09-18 18:28:00;
V000709;13;6;4.0;2024-09-10 19:52:00;Cliente pediu embalagem para presente
V000710;13;16;1.0;2024-08-25 12:03:00;
V000711;4;15;2.0;2024-10-09 22:08:00;Endereço de entrega divergente do cadastro
V000712;15;20;1.0;2024-08-25 20:40:00;Cliente pediu embalagem para presente
V000713;1;15;5.0;2024-08-04 13:40:00;Compra feita via aplicação promocional
V000714;6;11;1.0;2024-08-04 22:05:00;Compra feita via aplicação promocional
V000715;15;15;1.0;2024-09-24 13:47:00;
V000716;14;2;2.0;2024-08-25 09:02:00;Cliente solicitou nota fiscal com CNPJ
V000717;11;13;2.0;2024-11-10 10:07:00;Cliente pediu embalagem para presente
V000718;4;16;2.0;2024-10-08 17:56:00;
V000719;10;12;2.0;2024-09-21 17:07:00;Cliente solicitou nota fiscal com CNPJ
V000720;14;2;5.0;2024-09-18 18:01:00;
V000721;6;8;1.0;2024-10-29 09:42:00;Cliente pediu embalagem para presente
V000722;13;9;2.0;2024-11-07 16:41:00;Produto com defeito, aguardando troca
V000723;9;5;4.0;2024-11-19 10:07:00;
V000724;4;6;3.0;2024-12-25 14:43:00;
V000725;10;1;2.0;2024-12-28 11:43:00;
V000726;8;8;3.0;2024-10-10 15:26:00;Endereço de entrega divergente do cadastro
V000727;14;1;4.0;2024-08-08 08:49:00;
V000728;3;6;5.0;2024-09-13 10:27:00;Cliente pediu embalagem para presente
V000729;15;18;1.0;2024-10-09 15:40:00;Cliente solicitou nota fiscal com CNPJ
V000730;14;6;3.0;2024-10-10 10:23:00;Endereço de entrega divergente do cadastro
V000731;11;7;3.0;2024-09-06 11:53:00;Entrega expressa solicitada
V000732;7;17;3.0;2024-08-03 11:25:00;Entrega expressa solicitada
V000733;1;4;3.0;2024-09-22 17:52:00;
V000734;15;7;3.0;2024-09-21 09:05:00;Cliente pediu embalagem para presente
V000735;2;9;4.0;2024-12-27 13:48:00;Produto com defeito, aguardando troca
V000736;3;18;2.0;2024-10-18 11:46:00;Compra feita via aplicação promocional
V000737;1;18;2.0;2024-12-27 19:26:00;
V000738;15;10;5.0;2024-08-03 14:25:00;Cliente pediu embalagem para presente
V000739;8;20;4.0;2024-09-04 11:47:00;
V000740;3;7;5.0;2024-10-12 19:49:00;
V000741;7;11;4.0;2024-10-14 17:26:00;
V000742;11;2;5.0;2024-08-11 16:29:00;
V000743;13;5;1.0;2024-11-16 14:41:00;Cliente solicitou nota fiscal com CNPJ
V000744;1;8;2.0;2024-10-06 12:05:00;
V000745;14;12;3.0;2024-08-21 13:05:00;Cliente pediu embalagem para presente
V000746;4;8;5.0;2024-11-05 13:36:00;Cliente solicitou nota fiscal com CNPJ
V000747;8;14;5.0;2024-09-03 15:52:00;
V000748;7;7;3.0;2024-10-02 14:02:00;Cliente pediu embalagem para presente
V000749;9;18;2.0;2024-11-28 19:21:00;
V000750;4;20;5.0;2024-12-17 15:40:00;Endereço de entrega divergente do cadastro
V000751;13;14;1.0;2024-10-14 19:40:00;Entrega expressa solicitada
V000752;2;16;2.0;2024-08-26 18:30:00;
V000753;8;6;4.0;2024-11-28 15:15:00;
V000754;3;19;1.0;2024-08-20 12:17:00;Compra feita via aplicação promocional
V000755;9;19;4.0;2024-11-16 08:45:00;Compra feita via aplicação promocional
V000756;4;17;2.0;2024-09-11 19:35:00;
V000757;12;6;5.0;2024-10-26 11:09:00;
V000758;15;18;3.0;2024-10-29 21:25:00;Cliente solicitou nota fiscal com CNPJ
V000759;11;20;3.0;2024-12-05 18:43:00;Compra feita via aplicação promocional
V000760;12;8;3.0;2024-10-03 22:46:00;Compra feita via aplicação promocional
V000761;5;1;4.0;2024-10-10 18:59:00;
V000762;8;13;1.0;2024-10-29 13:55:00;Cliente pediu embalagem para presente
V000763;11;10;2.0;2024-08-03 08:31:00;
V000764;10;18;2.0;2024-09-03 14:07:00;
V000765;9;14;2.0;2024-09-07 14:37:00;
V000766;6;18;2.0;2024-12-24 10:03:00;Compra feita via aplicação promocional
V000767;7;20;2.0;2024-11-10 11:37:00;
V000768;13;15;1.0;2024-11-07 15:07:00;Cliente pediu embalagem para presente
V000769;9;18;4.0;2024-10-06 19:20:00;Compra feita via aplicação promocional
V000770;7;12;3.0;2024-11-10 09:22:00;Entrega expressa solicitada
V000771;15;14;4.0;2024-08-11 09:24:00;Compra feita via aplicação promocional
V000772;6;17;3.0;2024-08-20 12:13:00;Compra feita via aplicação promocional
V000773;3;19;3.0;2024-09-11 13:00:00;Cliente pediu embalagem para presente
V000774;1;3;3.0;2024-08-03 14:56:00;Cliente pediu embalagem para presente
V000775;11;20;3.0;2024-10-29 09:20:00;Entrega expressa solicitada
V000776;8;19;3.0;2024-12-27 20:26:00;
V000777;8;8;4.0;2024-11-16 13:10:00;
V000778;6;11;1.0;2024-10-27 14:08:00;Cliente pediu embalagem para presente
V000779;12;10;3.0;2024-09-12 09:48:00;Compra feita via aplicação promocional
V000780;4;8;2.0;2024-08-03 14:59:00;
V000781;12;2;3.0;2024-08-09 09:17:00;
V000782;5;11;1.0;2024-11-19 17:42:00;Entrega expressa solicitada
V000783;14;4;1.0;2024-09-21 09:50:00;Entrega expressa solicitada
V000784;15;8;2.0;2024-08-13 12:29:00;
V000785;10;14;4.0;2024-12-07 16:26:00;Entrega expressa solicitada
V000786;5;12;2.0;2024-09-10 13:42:00;
V000787;11;10;2.0;2024-09-04 11:08:00;Produto com defeito, aguardando troca
V000788;5;9;5.0;2024-08-14 16:21:00;
V000789;14;15;5.0;2024-09-04 11:57:00;
V000790;6;19;4.0;2024-10-14 22:38:00;
V000791;2;8;3.0;2024-12-22 15:28:00;Compra feita via aplicação promocional
V000792;14;11;2.0;2024-10-05 15:34:00;Cliente solicitou nota fiscal com CNPJ
V000793;10;16;3.0;2024-08-09 22:40:00;Produto com defeito, aguardando troca
V000794;13;19;5.0;2024-12-28 08:10:00;
V000795;1;14;4.0;2024-09-10 11:32:00;
V000796;15;13;2.0;2024-11-25 09:03:00;
V000797;11;10;4.0;2024-08-17 08:36:00;
V000798;7;3;5.0;2024-08-19 16:22:00;Produto com defeito, aguardando troca
V000799;7;16;1.0;2024-09-27 17:35:00;Produto com defeito, aguardando troca
V000800;11;12;2.0;2024-08-21 12:14:00;Cliente solicitou nota fiscal com CNPJ
V000801;14;1;2.0;2024-10-27 09:27:00;
V000802;10;20;3.0;2024-12-09 15:16:00;Compra feita via aplicação promocional
V000803;11;19;3.0;2024-12-12 20:58:00;Cliente pediu embalagem para presente
V000804;10;1;3.0;2024-11-26 13:11:00;Cliente solicitou nota fiscal com CNPJ
V000805;6;10;5.0;2024-08-22 21:41:00;Entrega expressa solicitada
V000806;9;14;1.0;2024-11-28 20:13:00;Endereço de entrega divergente do cadastro
V000807;5;5;4.0;2024-12-18 11:26:00;Endereço de entrega divergente do cadastro
